Country,OP CCI,CCI Short Title,OP ver,OP Status,Priority Code ,Thematic Objective Code,Thematic Objective Description,OP MP Title,MP CCI,MP ver,MP CCI Title (English),MP Status,MP Status Code,MP Article,Eligible Amount,EU Financing,ERDF Amount,CF Amount,is_submitted,thematic_objective_short_name
BG,2014BG16M1OP001,Transport and transport infrastructure - ERDF/CF,2.2,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,"АМ „Струма”, лот 3.2",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
BG,2014BG16M1OP002,Environment - ERDF/CF,4,Adopted by MS,2,6,Preserving and protecting the environment and promoting ...,Трета фаза на интегрирана система от съоръжения за третиране на битовите отпадъци на Столична община - инсталация за комбинирано производство на енергия с оползотворяване на RDF ,,,,,---,,,,,,not submitted,Environment Protection & Resource Efficiency
BG,2014BG16RFOP001,Regions in Growth - ERDF,3,Adopted by EC,1,4,Supporting the shift towards a low-carbon economy in all ..., Интегриран Столичен градски транспорт – Фаза ІІ ,,,,,---,,,,,,not submitted,Low-Carbon Economy
BG,2014BG16RFOP001,Regions in Growth - ERDF,3,Adopted by EC,4,9,Promoting social inclusion and combating poverty,Подобряване на системата за спешна медицинска помощ,,,,,---,,,,,,not submitted,Social Inclusion
CY,2014CY16M1OP001,Competitiveness and sustainable development - ERDF/CF,3.1,Adopted by MS,4Α,6,Preserving and protecting the environment and promoting ...,"Αποχετευτικό Σύστημα Κοκκινοχωρίων, Β΄ Φάση",,,,,---,,,,,,not submitted,Environment Protection & Resource Efficiency
CY,2014CY16M1OP001,Competitiveness and sustainable development - ERDF/CF,3.1,Adopted by MS,5,7,Promoting sustainable transport and removing bottlenecks ...,"Δρόμος που συνδέει το Λιμάνι Λεμεσού με τον αυτοκινητόδρομο Λεμεσού-Πάφου, Β΄ Φάση",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Elektrizace a modernizace trati Olomouc - Uničov,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Elektrizace tratě vč. PEÚ Brno - Zastávka u Brna,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Modernizace a elektrizace tratě Kojetín - Hulín - Holešov,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D1 Přerov – Lipník nad Bečvou,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Modernizace a elektrizace trati Otrokovice - Vizovice,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Modernizace a novostavba trati Praha-Veleslavín (včetně) - Praha-Letiště Václava Havla (včetně),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,"Modernizace tratě Brno - Přerov, I. etapa Blažovice - Nezamyslice",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,"Modernizace tratě Brno - Přerov, II.etapa Nezamyslice - Přerov",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,"Modernizace tratě Veselí n.L.-Tábor-II. část úsek Veselí n.L.-Doubí u Tábora, 2. etapa Soběslav - Doubí",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Modernizace trati Nemanice I  - Ševětín ,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Modernizace trati Plzeň – Domažlice – st. hranice,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,"Modernizace trati Plzeň – Domažlice – st. Hranice, 1.stavba, nová trať Plzeň(mimo) – Stod (včetně)",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,"Modernizace trati Plzeň – Domažlice – st. hranice, 3.stavba, úsek Stod (mimo) – Domažlice( včetně)",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Modernizace trati Praha-Bubny (včetně) - Praha-Výstaviště (včetně),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Modernizace trati Praha - Ruzyně (mimo)- Kladno (mimo),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Modernizace trati Praha-Výstaviště (mimo) - Praha-Veleslavín (mimo),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Modernizace trati Rokycany  - Plzeň (2. fáze),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Modernizace trati Sudoměřice - Votice,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Modernizace trati Ústí nad Orlicí - Choceň,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Modernizace vozového parku železniční dopravy,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Optimalizace trati Beroun (včetně) - Králův Dvůr,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Optimalizace trati Černošice (včetně) - Beroun (mimo),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Optimalizace trati Český Těšín - Dětmarovice,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Optimalizace trati Kolín – Všetaty – Děčín,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,"Optimalizace trati Lysá nad Labem - Praha Vysočany, 2. stavba",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Optimalizace trati Praha Smíchov (mimo) - Černošice (mimo),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Optimalizace traťového úseku Praha hl.n. - Praha Smíchov,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,"Optimalizace traťového úseku Praha Hostivař - Praha hl. n., II. část",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,"Ostrava – Valašské Meziříčí, Frýdek-Místek – Český Těšín/Třinec, Frýdlant nad Ostravicí – Ostravice a Studénka- Veřovice",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Průjezd železničním uzlem Česká Třebová,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Průjezd železničním uzlem Ostrava,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Průjezd železničním uzlem Pardubice,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Realizace systému ERTMS na železniční síti ČR ,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Rekonstrukce žst. Přerov 2. stavba,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Tramvajová trať Chodovská-Háje,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Tramvajová trať Kobylisy-Bohnice,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Tramvajová trať Podbaba-Suchdol,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,"Uzel Plzeň, 2. stavba -  přestavba osobního nádraží, včetně mostů Mikulášská",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,"Uzel Plzeň, 3. stavba -  přesmyk domažlické trati",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Výstavba metra linky D,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Železniční uzel Brno -modernizace průjezdu a I. část osobního nádraží,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,"Zkapacitnění tratě Pardubice – Hradec Králové, dokončení",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D0 511 Běchovice – D1 vč. zkapacitnění D0 510 Běchovice - Satalice,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D11 Hradec Králové - Jaroměř,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D11 Trutnov – st. hranice,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,"D1 Modernizace - úsek 02, EXIT 21 Mirošovice - EXIT 29 Hvězdonice",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,"D1 Modernizace – úsek 12, EXIT 90 Humpolec – EXIT 104 Větrný Jeníkov",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,"D1 Modernizace – úsek 16, EXIT 119 Velký Beranov – EXIT 134 Měřín",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D1 Říkovice - Přerov,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D35 Janov - Opatovec,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D35 Litomyšl - Janov,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D35 Opatovice – Časy – Ostrov (2.fáze),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D35 Ostrov – Vysoké Mýto,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D35 Vysoké Mýto – Džbánov-Litomyšl,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D3 Třebonín – státní hranice,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D3 Úsilné – Třebonín,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,"D48 Frýdek Místek, obchvat vč. připojení na D56",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D48 Rybí - Rychaltice,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D49 Hulín - Fryšták,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,"D6 Lubenec, obchvat, I. etapa",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,D6 Nové Strašecí – Řevničov - Krupá,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,I/11 Nebory – Oldřichovice - Bystřice. II. fáze,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,3,7,Promoting sustainable transport and removing bottlenecks ...,I/35 Lešná - Palačov,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,3,7,Promoting sustainable transport and removing bottlenecks ...,I/42 Brno VMO Žabovřeská I.,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP001,Transport - ERDF/CF,6,Adopted by EC,3,7,Promoting sustainable transport and removing bottlenecks ...,I/68 Třanovice - Nebory,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16M1OP002,Environment  - ERDF/CF,3,Adopted by EC,1,6,Preserving and protecting the environment and promoting ...,Dostavba kanalizace v Brně II,,,,,---,,,,,,not submitted,Environment Protection & Resource Efficiency
CZ,2014CZ16RFOP001,Enterprise and Innovation for Competitiveness - ERDF,4,Adopted by EC,3,7,Promoting sustainable transport and removing bottlenecks ...,"Rozvodna Kočín – rozšíření, rekonstrukce a přeústění",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
CZ,2014CZ16RFOP001,Enterprise and Innovation for Competitiveness - ERDF,4,Adopted by EC,3,7,Promoting sustainable transport and removing bottlenecks ...,Výstavba nového vedení 400 kV v trase Přeštice – Vítkov,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
DE,2014DE16RFOP015,Thüringen - ERDF,2,Adopted by MS,1,1,"Strengthening research, technological development and ...",Errichtung eines Universitätscampus der Friedrich-Schiller-Universität Jena auf dem Inselplatz in Jena,,,,,---,,,,,,not submitted,Research & Innovation
DE,2014DE16RFOP015,Thüringen - ERDF,2,Adopted by MS,3,4,Supporting the shift towards a low-carbon economy in all ...,Elektrifizierung der Mitte-Deutschland Verbindung,,,,,---,,,,,,not submitted,Low-Carbon Economy
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,4,4,Supporting the shift towards a low-carbon economy in all ...,Interconexión eléctrica Gran Canaria-Fuerteventura,,,,,---,,,,,,not submitted,Low-Carbon Economy
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,4,4,Supporting the shift towards a low-carbon economy in all ...,Interconexión eléctrica Península- Baleares (Mallorca),,,,,---,,,,,,not submitted,Low-Carbon Economy
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,6,6,Preserving and protecting the environment and promoting ...,EDAR de Cáceres,,,,,---,,,,,,not submitted,Environment Protection & Resource Efficiency
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,6,6,Preserving and protecting the environment and promoting ...,EDAR de Osouto en Santiago de Compostela,,,,,---,,,,,,not submitted,Environment Protection & Resource Efficiency
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,6,6,Preserving and protecting the environment and promoting ...,Interceptor aguas pluviales norte de Murcia,,,,,---,,,,,,not submitted,Environment Protection & Resource Efficiency
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,7,7,Promoting sustainable transport and removing bottlenecks ...,Ejecución de nuevos tramos de la línea de alta velocidad para tráfico mixto pertenecientes al corredor Atlántico Tramo Madrid-Lisboa,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,7,7,Promoting sustainable transport and removing bottlenecks ...,Ejecución de nuevos tramos de la red ferroviaria del Corredor Mediterráneo para tráfico mixto. Tramo Antequera-Granada (Fase III),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,7,7,Promoting sustainable transport and removing bottlenecks ...,Ejecución de nuevos tramos de la red ferroviaria del Corredor Mediterráneo para tráfico mixto. Tramo La Encina-Xátiva-Valencia (ancho estándar),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,7,7,Promoting sustainable transport and removing bottlenecks ...,Ejecución de nuevos tramos para tráfico mixto pertenecientes al Corredor Atlántico. Tramo Sevilla-Huelva,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,7,7,Promoting sustainable transport and removing bottlenecks ...,Línea Eje Atlántico (Coruña-Santiago-Vigo),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,7,7,Promoting sustainable transport and removing bottlenecks ...,Mejora/ Adecuación a estándar RTE-T del Corredor Atlántico. Tramo Madrid-Córdoba-Algeciras,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,7,7,Promoting sustainable transport and removing bottlenecks ...,Mejora/ Adecuación a estándar RTE-T del Corredor Atlántico. Tramo Madrid-Sevilla alta velocidad,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
ES,2014ES16RFOP002,Sustainable growth  - ERDF,3,Adopted by MS,7,7,Promoting sustainable transport and removing bottlenecks ...,Mejora/ Adecuación a estándar RTE-T del Corredor Mediterráneo. Tramo Murcia Cartagena,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
ES,2014ES16RFOP003,Andalucía  - ERDF,1.3,Adopted by EC,,,,Autovía del Almanzora A-334. Tramo: El Cucador-La Concepción  (Conexión de la A-344 con la A-7 (RTE-T)),,,,,---,,,,,,not submitted,
ES,2014ES16RFOP003,Andalucía  - ERDF,1.3,Adopted by EC,,,,Tranvía de Alcalá de Guadaíra,,,,,---,,,,,,not submitted,
ES,2014ES16RFOP003,Andalucía  - ERDF,1.3,Adopted by EC,,,,Tren Bahía de Cádiz,,,,,---,,,,,,not submitted,
FR,2014FR16M0OP003,Centre - ERDF/ESF/YEI,2,Adopted by EC,AXE 4,4,Supporting the shift towards a low-carbon economy in all ...,Projet de déplacement urbain et périurbain Orléans - Châteauneuf,,,,,---,,,,,,not submitted,Low-Carbon Economy
FR,2014FR16M0OP009,Guadeloupe - ERDF/ESF/YEI,1.3,Adopted by EC,,,,Plateforme multi-filières de traitement des déchets,,,,,---,,,,,,not submitted,
FR,2014FR16M0OP011,Martinique - ERDF/ESF/YEI,2,Returned for modification by EC,2,2,Enhancing access to and use and quality of information ...,Projet Très haut débit (TIC),,,,,---,,,,,,not submitted,Information & Communication Technologies
FR,2014FR16M0OP012,Nord-Pas de Calais - ERDF/ESF/YEI,2,Adopted by EC,,,,Le centre NAUSICAA,,,,,---,,,,,,not submitted,
FR,2014FR16M0OP013,Provence-Alpes-Côte d'Azur - ERDF/ESF/YEI,1.2,Adopted by EC,,,,Provence Grand Large (Eolien Offshore),,,,,---,,,,,,not submitted,
FR,2014FR16M2OP003,Bretagne - ERDF/ESF,1.2,Adopted by EC,,,,Projet Bretagne Très Haut Débit,,,,,---,,,,,,not submitted,
FR,2014FR16M2OP011,Guyane - ERDF/ESF,2,Adopted by EC,3,4,Supporting the shift towards a low-carbon economy in all ...,Transport en commun en site propre ,,,,,---,,,,,,not submitted,Low-Carbon Economy
FR,2014FR16RFOP007,Réunion – ERDF,1.2,Adopted by EC,2,2,Enhancing access to and use and quality of information ...,THD,,,,,---,,,,,,not submitted,Information & Communication Technologies
FR,2014FR16RFOP007,Réunion – ERDF,1.2,Adopted by EC,5,6,Preserving and protecting the environment and promoting ...,Unité de valorisation énergétique ,,,,,---,,,,,,not submitted,Environment Protection & Resource Efficiency
HR,2014HR16M1OP001,Competitiveness and Cohesion  - ERDF/CF,2.2,Adopted by EC,6,6,Preserving and protecting the environment and promoting ...,RIJEKA,,,,,---,,,,,,not submitted,Environment Protection & Resource Efficiency
FR,2014FR16RFOP007,Réunion – ERDF,1.2,Adopted by EC,6,7,Promoting sustainable transport and removing bottlenecks ...,Projet de la nouvelle entrée Ouest  de Saint-Denis (NEO),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
FR,2014FR16RFOP007,Réunion – ERDF,1.2,Adopted by EC,8,7,Promoting sustainable transport and removing bottlenecks ...,Agrandissement de l’aéroport ARRG,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
FR,2014FR16RFOP007,Réunion – ERDF,1.2,Adopted by EC,8,7,Promoting sustainable transport and removing bottlenecks ...,Extension du Port Est,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
FR,2014FR16RFOP007,Réunion – ERDF,1.2,Adopted by EC,8,7,Promoting sustainable transport and removing bottlenecks ...,Zone aéroportuaire dactivités de Pierrefonds,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,3,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Ηλεκτροκίνηση υφιστάμενης σιδηροδρομικής γραμμής Θεσσαλονίκη – Προμαχώνας και εντοπισμένες παρεμβάσεις μικρής έκτασης σε υποδομή-επιδομή αυτής,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,3,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,"Κατασκευή νέας διπλής σιδηροδρομικής γραμμής Αθήνας (ΣΚΑ) – Πάτρας στο τμήμα Ροδοδάφνη–Ρίο (επιδομή, ηλεκτροκίνηση, σηματοδότηση)",,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,3,Adopted by EC,1,7,Promoting sustainable transport and removing bottlenecks ...,Κατασκευή νέας σιδηροδρομικής γραμμής στο τμήμα Ρίο – Πάτρα,,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
GR,2014GR16M1OP001,Transport Infrastructure Environment and Sustainable Development - ERDF/CF,3,Adopted by EC,2,7,Promoting sustainable transport and removing bottlenecks ...,Αναβάθμιση ΠΑΘΕ/Π: τμήμα ΣΚΑ - Οινόη (χωρίς τη σύνδεση με ΣΚΑ),,,,,---,,,,,,not submitted,Network Infrastructures in Transport and Energy
